Time (S)	Lockin (mV)	Temp (V)
309.23	1.074301	1.115427
310.75	1.096705	1.115196
312.28	1.115394	1.109799
313.81	1.130505	1.108116
315.34	1.152786	1.106445
316.87	1.175421	1.102642
318.39	1.197749	1.101652
319.92	1.217594	1.098851
321.45	1.237161	1.096667
322.98	1.252303	1.097194
324.51	1.273643	1.095767
326.03	1.292732	1.094624
327.56	1.313734	1.093480
329.09	1.332345	1.091116
330.62	1.356522	1.090897
332.15	1.375010	1.088752
333.67	1.402488	1.088559
335.20	1.427745	1.088148
336.73	1.473802	1.086477
338.26	1.516823	1.084742
339.79	1.576881	1.084460
341.31	1.659468	1.082173
342.84	1.763934	1.078266
344.37	1.857314	1.076326
345.90	1.955412	1.075427
347.43	2.063040	1.071919
348.95	2.127909	1.071225
350.48	2.182895	1.068745
352.01	2.268411	1.067010
353.54	2.358815	1.064851
355.07	2.442373	1.064145
356.59	2.520719	1.062860
358.12	2.606728	1.060817
359.65	2.681173	1.059031
361.18	2.748880	1.058221
362.71	2.811405	1.056062
364.23	2.856137	1.054276
365.76	2.896073	1.053775
367.29	2.926712	1.053107
368.82	2.952246	1.049368
370.35	2.934375	1.048378
371.87	2.953927	1.047877
373.40	2.977071	1.047106
374.93	2.988127	1.046014
376.46	2.993971	1.044691
377.99	2.995605	1.044691
379.51	2.995605	1.043329
381.04	2.952755	1.042930
382.57	2.976239	1.040823
384.10	2.995605	1.038279
385.63	2.995605	1.035220
387.15	2.995605	1.029772
388.68	2.944968	1.023951
390.21	2.988266	1.019583
391.74	2.896505	1.013877
393.27	2.756682	1.007787
394.79	2.928516	1.004125
396.32	2.995605	0.992342
397.85	2.995605	0.984850
399.38	2.995605	0.982024
400.91	2.995605	0.979736
402.43	2.995605	0.977963
403.96	2.779256	0.977758
405.49	2.966895	0.976601
407.02	2.995605	0.974404
408.55	2.995605	0.974507
410.07	2.995605	0.973903
411.60	2.995605	0.973234
413.13	2.995605	0.972913
414.66	2.995605	0.970780
416.19	2.995605	0.969547
417.71	2.995605	0.969675
419.24	2.995605	0.969624
420.77	2.995605	-0.178698
422.30	2.950257	0.058080
423.83	1.210331	0.123587
425.35	-0.050144	-0.136025
426.88	0.140008	-0.011539
428.41	-0.003608	0.130500
429.94	0.221839	-0.119745
431.47	0.064299	-0.062063
432.99	0.191709	0.123741
434.52	0.045703	-0.102346
436.05	0.137479	-0.069028
437.58	0.233727	0.119064
439.11	0.022512	-0.100342
