#Time (S)	Lockin (mV)	Temp (V)
168.77	0.869156	2.149925
169.29	0.870529	2.147903
169.81	0.870255	2.142525
170.33	0.873138	2.141457
170.85	0.873550	2.149200
171.37	0.874649	2.150383
171.89	0.874741	2.146606
172.41	0.877762	2.141800
172.93	0.878357	2.143898
173.45	0.877213	2.147942
173.97	0.881378	2.149162
174.49	0.879913	2.145882
175.01	0.878723	2.142220
175.53	0.880737	2.143936
176.05	0.880417	2.149391
176.57	0.878357	2.149620
177.09	0.877808	2.144623
177.61	0.876068	2.144012
178.13	0.874832	2.147293
178.65	0.875061	2.151222
179.17	0.872223	2.149658
179.69	0.870575	2.143745
180.21	0.869659	2.142220
180.73	0.869476	2.147827
181.25	0.866638	2.150917
181.77	0.865219	2.147102
182.29	0.863708	2.143860
182.81	0.864624	2.145195
183.33	0.862930	2.149391
183.85	0.863937	2.151146
184.37	0.863297	2.146645
184.89	0.861877	2.142258
185.41	0.862747	2.144737
185.93	0.862610	2.149010
186.45	0.863480	2.151871
186.97	0.862930	2.146187
187.49	0.865402	2.142525
188.01	0.865219	2.145615
188.53	0.867645	2.151375
189.05	0.869156	2.148895
189.57	0.869568	2.145233
190.09	0.870758	2.141685
190.61	0.870621	2.146873
191.13	0.873001	2.151184
191.65	0.874146	2.148552
192.17	0.874649	2.144661
192.69	0.875061	2.142830
193.21	0.874741	2.147865
193.73	0.876480	2.152138
194.25	0.875336	2.149963
194.77	0.871124	2.143936
195.29	0.873505	2.144051
195.81	0.878769	2.147179
196.33	0.883484	2.148590
196.85	0.879776	2.147789
197.37	0.877899	2.144279
197.89	0.877625	2.144127
198.41	0.872452	2.148399
198.93	0.864578	2.149773
199.45	0.867416	2.146263
199.97	0.865036	2.143364
200.49	0.867004	2.146606
201.01	0.862244	2.149086
201.53	0.860825	2.150459
202.05	0.862885	2.145233
202.57	0.865448	2.142410
203.09	0.865128	2.147102
203.61	0.863937	2.151871
204.13	0.864899	2.153664
204.65	0.864258	2.144775
205.17	0.862564	2.142715
205.70	0.879227	2.147675
206.22	0.878082	2.142181
206.74	0.874008	2.143135
207.26	0.871536	2.150002
207.78	0.863983	2.150574
208.30	0.852356	2.145271
208.82	0.846176	2.143631
209.34	0.858994	2.145691
209.86	0.877167	2.151527
210.38	0.874329	2.148857
210.90	0.874512	2.144165
211.42	0.873001	2.142258
211.94	0.872498	2.147484
212.46	0.871170	2.151489
212.98	0.868469	2.148743
213.50	0.868195	2.145653
214.02	0.865952	2.142372
214.54	0.865768	2.150955
215.06	0.862976	2.151146
215.58	0.864075	2.148285
216.10	0.863663	2.144165
216.62	0.862610	2.144699
217.14	0.862289	2.149086
217.66	0.861374	2.152328
218.18	0.858078	2.147179
218.70	0.858170	2.144737
