Time (S)	Lockin (mV)	Temp (V)
440.72	0.283563	0.984079
442.25	0.281404	0.984208
443.78	0.282484	0.984002
445.31	0.280633	0.983206
446.84	0.285413	0.984336
448.36	0.285105	0.984632
449.89	0.284488	0.984465
451.42	0.280325	0.984079
452.94	0.289346	0.983834
454.46	0.283632	0.983578
455.98	0.276762	0.984679
457.51	0.283409	0.984247
459.04	0.288189	0.984632
460.56	0.037161	0.983810
462.09	-0.019428	0.984247
463.61	-0.016207	0.984523
465.14	-0.006630	0.984041
466.67	-0.005551	0.984272
468.20	-0.002775	0.984182
469.72	-0.011256	0.983900
471.25	-0.019428	0.984683
472.78	-0.013723	0.984876
474.31	-0.019120	0.984452
475.84	-0.019583	0.984722
477.36	-0.021741	0.984221
478.89	-0.020199	0.984619
480.42	-0.022975	0.984529
481.95	-0.030222	0.984375
483.48	-0.045025	0.984221
485.00	-0.031147	0.984221
486.53	-0.018657	0.984414
488.06	-0.039011	0.984722
489.59	-0.057360	0.983964
491.12	-0.002159	0.984015
492.64	0.304225	0.983861
494.17	0.159745	0.984298
495.70	0.163446	0.983835
497.23	0.160053	0.984298
498.76	0.481086	0.984324
500.28	0.359581	0.984157
501.81	0.164988	0.984516
503.34	0.166838	0.984324
504.87	0.160053	0.983064
506.40	0.165450	0.984671
507.92	0.166375	0.984606
509.45	0.161133	0.984247
510.98	0.170384	0.985005
512.51	0.164679	0.984362
514.04	0.163292	0.984709
515.56	0.166838	0.984555
517.09	0.165913	0.984645
518.62	0.166684	0.984002
520.15	0.165759	0.984478
521.68	0.165450	0.984593
523.20	0.168534	0.983758
524.73	0.168380	0.984478
526.26	0.171310	0.984234
527.79	0.167609	0.983964
529.32	0.168380	0.984439
530.84	0.164371	0.983912
532.37	0.164833	0.983655
533.90	0.168226	0.984221
535.43	0.164217	0.983386
536.96	0.163908	0.984182
538.48	0.163446	0.983951
540.01	0.168072	0.983977
541.54	0.166838	0.983681
543.07	0.142321	0.983604
544.60	0.157895	0.983707
546.12	0.162675	0.983745
547.65	0.161750	0.983591
549.18	0.164988	0.984247
550.71	0.160979	0.984208
552.24	0.159745	0.983758
553.76	0.168534	0.983707
555.29	0.164679	0.983360
556.82	0.162212	0.983296
558.35	0.161595	0.984015
559.88	0.164371	0.983848
561.40	0.166530	0.983244
562.93	0.167301	0.983835
564.46	0.167763	0.983257
565.99	0.163446	0.983617
567.52	0.165913	0.983655
569.04	0.169768	0.983013
570.57	0.166684	0.983630
572.10	0.167146	0.982679
573.63	0.164988	0.983476
575.16	0.169305	0.983180
576.68	0.157432	0.982435
578.21	0.163292	0.983257
579.74	0.166067	0.982923
581.27	0.162829	0.982705
582.80	0.166684	0.982178
584.32	0.167609	0.981420
585.85	0.168534	0.980212
587.38	0.167917	0.978143
588.91	0.168997	0.976318
590.44	0.163908	0.974699
591.96	0.170693	0.971937
593.49	0.173931	0.970343
595.02	0.168688	0.968300
596.55	0.164217	0.966244
598.08	0.162829	0.965088
599.60	0.169613	0.962608
601.13	0.168997	0.960912
602.66	0.175473	0.958933
604.19	0.172697	0.957609
605.72	0.166838	0.955297
607.24	0.170230	0.953973
